meter_id,meter_serial,meter_type,consumer_name,consumer_id,consumer_category,consumer_subtype,consumer_label,tariff_code,phase,supply_level,rated_ampere,rated_kva,voltage_v,base_load_kw,dcs_id,pss_id,pss_name,feeder_id,feeder_name,feeder_length_km,dtr_id,dtr_type,dcu_id,latitude,longitude,is_tampered,tamper_bypass_pct,register_start_kwh
b5752acb-0a8c-4570-9fcd-ac8e6ac9ce6e,NEA84437458,Wasion WFET-201,Rita KC,KTM-208618,DOM,DOM_SP_15A,Domestic Single Phase 15A,D2,1P,LV,15,,230,2.263,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.740367,85.294357,False,0.0,12930.8
00885859-893d-49c4-b22b-0ca4aa0e63ca,NEA46553958,Wasion WFET-201,Sabina Poudel,KTM-852470,DOM,DOM_SP_15A,Domestic Single Phase 15A,D2,1P,LV,15,,230,1.906,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.731929,85.292065,False,0.0,65374.7
f25cac44-e2bd-4621-84f3-7ae514347dbc,NEA16818112,Secure Elite 310,Summit Lodge,KTM-390120,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,10.359,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.739897,85.286023,False,0.0,31821.2
99df9171-6faa-43d1-96cb-c39c76974973,NEA69302158,Itron ACE1000,Ganesh Auto Parts,KTM-178898,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.401,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.749384,85.284232,False,0.0,65708.7
d982f5d2-dddd-48f0-9f01-687187b60ecc,NEA84158663,L&G E350,Swastik Stationery,KTM-423232,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.513,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.730509,85.288385,False,0.0,88656.7
ae7a6dac-0041-4ef6-8368-a1b35f475ddf,NEA43491314,Secure Elite 310,Ganapati Cloth House Pvt. Ltd.,KTM-526117,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.426,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.730586,85.288156,False,0.0,71250.5
0ee1fdbe-c1ec-4334-948c-ec9482f53f25,NEA33763566,Itron ACE1000,Ramesh Karki,KTM-872343,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.676,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.734523,85.28425,False,0.0,74370.2
82ed0218-b939-480e-bd08-58472948fdb9,NEA43308443,Wasion WFET-201,Gita Dahal,KTM-835343,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.529,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.743187,85.295701,False,0.0,82881.4
da44eb77-772d-4f28-b8ea-e9707b9666db,NEA71780854,Wasion WFET-201,Sunrise Hardware Pvt. Ltd.,KTM-338651,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.751,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.734237,85.297332,False,0.0,62771.1
cee5de46-76ec-4387-ba3e-97b513490b68,NEA47463522,Wasion WFET-201,Bikash Bajracharya,KTM-519093,DOM,DOM_3P_10KVA,Domestic Three Phase ≤10 kVA,D3,3P,LV,,10,400,6.323,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.735361,85.282389,False,0.0,80179.1
238efd8a-cc27-4515-8435-7c6303917627,NEA45059710,L&G E350,Shiva Welding Works Pvt. Ltd.,KTM-378361,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.584,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.730341,85.298541,False,0.0,56755.0
300dbb7b-783c-40bd-93fe-47991bc1efc2,NEA78642041,Secure Elite 310,Mero Kiryana Pvt. Ltd.,KTM-299312,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.117,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.745517,85.289728,False,0.0,67392.8
b76ddff4-ee6c-46fe-b09d-089750c97419,NEA36445607,Wasion WFET-201,Anita Tamang,KTM-796503,DOM,DOM_SP_30A,Domestic Single Phase 30A,D3,1P,LV,30,,230,5.068,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.7483,85.291769,True,0.58,63089.1
24582138-3947-4e5c-9809-eda010d66789,NEA99508850,Itron ACE1000,Prakash Joshi,KTM-831076,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.563,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.747789,85.291143,False,0.0,12266.9
0539982d-0524-4b53-bd45-482e03ce5aab,NEA33357554,Wasion WFET-201,Binod Tuladhar,KTM-974224,DOM,DOM_SP_60A,Domestic Single Phase 60A,D3,1P,LV,60,,230,6.801,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_01,LV_SHARED,ec0a70b9-1ff4-45e2-9976-80de9800488d,27.748596,85.294547,False,0.0,27399.4
28cc99af-9779-4f3a-9195-fe37f673004e,NEA21381064,Wasion WFET-201,Trishul IT Center Pvt. Ltd.,KTM-749342,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.407,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.745709,85.284394,False,0.0,77786.5
867b3b6a-e948-41ac-868f-4d1d50003297,NEA36726767,L&G E350,Sewa Pasal,KTM-598216,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.1,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.743244,85.285493,False,0.0,73052.8
88ded0c5-f477-4d52-8e85-a187681cbfa0,NEA61536717,Itron ACE1000,Mero Kiryana,KTM-787926,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.169,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.747511,85.292514,False,0.0,84824.2
5041c6c4-a41c-463d-9f32-0e3512ad427a,NEA39372360,L&G E350,Sagarmatha Holdings,KTM-152657,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,12.207,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.747498,85.296569,False,0.0,87176.2
9fd84886-3886-41db-8044-d006b160dabd,NEA81287314,Wasion WFET-201,Pokhara Suppliers Pvt. Ltd.,KTM-742412,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.284,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.732455,85.290293,False,0.0,84763.5
28957867-6cd0-403f-90d8-28e83728b1fc,NEA31361812,Itron ACE1000,Rajesh Bhattarai,KTM-888295,DOM,DOM_SP_60A,Domestic Single Phase 60A,D3,1P,LV,60,,230,7.393,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.747926,85.289918,False,0.0,60650.3
1903b7c0-d666-442c-a9cc-dc34a1f01f47,NEA46855845,Itron ACE1000,Bishnu Bista,KTM-399607,DOM,DOM_SP_15A,Domestic Single Phase 15A,D2,1P,LV,15,,230,1.841,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.740215,85.293535,False,0.0,32038.3
172b3178-8b8f-41db-ae65-03b5562c405a,NEA61410126,L&G E350,Sagarmatha Holdings,KTM-535020,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.667,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.7314,85.284017,False,0.0,51639.5
bc66366d-f5b9-473b-89b6-ec5d11013413,NEA88393811,Secure Elite 310,Pokhara Suppliers Pvt. Ltd.,KTM-600149,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.555,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.733925,85.289403,False,0.0,33546.7
4b45632b-4a36-4430-8fd0-7e314fa85a2a,NEA66240084,L&G E350,Sangita Adhikari,KTM-386193,DOM,DOM_SP_15A,Domestic Single Phase 15A,D2,1P,LV,15,,230,1.962,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.746857,85.300069,False,0.0,2951.6
5ea0c20d-39fc-46fb-bc13-5c6da76d5247,NEA32151928,Itron ACE1000,Buddha Hotel Pvt. Ltd.,KTM-660069,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.574,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.743371,85.289087,False,0.0,37553.1
98fad23a-12b1-4971-9475-f643c123efc8,NEA28213276,Itron ACE1000,Annapurna Restaurant,KTM-497519,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.845,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.730331,85.293855,False,0.0,43305.5
970ceb7b-f618-4e81-896c-adc6bb5eb95e,NEA66581473,Wasion WFET-201,Sunil Tamang,KTM-593152,DOM,DOM_SP_15A,Domestic Single Phase 15A,D2,1P,LV,15,,230,1.712,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.747381,85.286565,False,0.0,51336.9
34e24d34-cda3-45cd-9f12-5eedfe6bef19,NEA97477029,Secure Elite 310,Pokhara Suppliers,KTM-359295,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,10.918,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.736788,85.294003,False,0.0,2132.0
fe0db688-220e-48b8-9d2e-76cfea5753d3,NEA85694715,L&G E350,Rajesh Bista,KTM-368690,DOM,DOM_SP_60A,Domestic Single Phase 60A,D3,1P,LV,60,,230,8.641,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.732313,85.294389,False,0.0,16106.4
53d2b65f-10c4-40d8-a938-94888009bcdb,NEA31980274,Wasion WFET-201,Maya Manandhar,KTM-126925,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.677,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.744747,85.283291,False,0.0,54785.5
18c5c819-479a-4773-be76-6fef2b7b3c58,NEA36619372,Secure Elite 310,Shiva Welding Works Pvt. Ltd.,KTM-757711,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.074,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.737295,85.29983,False,0.0,66293.9
d4b98a96-ba36-4005-9cf4-8877299e2a66,NEA85958181,Secure Elite 310,Ganapati Cloth House,KTM-793655,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.534,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.743474,85.297111,False,0.0,48165.1
7b006a94-7582-4476-a886-89bc95151820,NEA24165187,Itron ACE1000,Ganapati Cloth House Pvt. Ltd.,KTM-968962,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.964,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.74678,85.297447,False,0.0,14703.6
6e62d7ef-991f-451a-82f6-932b9643c4a7,NEA92666356,Itron ACE1000,Laxmi General Store,KTM-866536,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.083,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.740223,85.294009,False,0.0,30754.5
ecec86ce-69ed-426e-b1e3-21654338f921,NEA70505620,L&G E350,Roshan Limbu,KTM-697530,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.62,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.748481,85.286579,False,0.0,36128.2
b0226307-3cd7-4adb-9179-7b4a1524206c,NEA38470244,Wasion WFET-201,Valley Electronics,KTM-725113,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.181,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.746808,85.284637,False,0.0,26390.3
eb79e5e3-a4a8-4a63-9b47-c842e94f03c2,NEA64549859,Itron ACE1000,Ganesh Auto Parts Pvt. Ltd.,KTM-824156,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.978,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.74875,85.282712,True,0.62,42686.9
3ad2a6d5-bde5-4635-b13e-819d54ec1f50,NEA42655866,Wasion WFET-201,Srijana Manandhar,KTM-486945,DOM,DOM_3P_10KVA,Domestic Three Phase ≤10 kVA,D3,3P,LV,,10,400,5.952,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.735673,85.289088,False,0.0,50531.4
1b729004-fac1-4c2e-be57-23b4459efb20,NEA70900658,Wasion WFET-201,Sunrise Hardware,KTM-226516,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,12.797,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_02,LV_SHARED,75ef3a08-0a9c-4e70-b0b7-c2e5b6cbd06b,27.744707,85.287616,False,0.0,30113.9
08808de2-7867-4e96-97c8-bbfcf55e8480,NEA58436637,L&G E350,Sunrise Hardware,KTM-660081,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.664,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.746441,85.286925,False,0.0,4514.9
3c821b84-a1c2-4bd7-ac4b-53f43a0c4fd1,NEA95613415,Itron ACE1000,Everest Traders Pvt. Ltd.,KTM-701949,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.224,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.735631,85.299882,False,0.0,45582.1
c3a776d7-74d5-48ac-bddd-aff75931f56b,NEA74119726,Secure Elite 310,Sunil Tamang,KTM-520172,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.599,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.749098,85.28605,False,0.0,54901.6
c80997bf-7182-4b47-a0c3-bf10b4835833,NEA50780112,Secure Elite 310,Kathmandu Cafe,KTM-901577,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,11.698,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.732823,85.297223,False,0.0,56712.8
c2cc1367-cc7d-4a93-9ffb-1d2935423f97,NEA69421007,Wasion WFET-201,Shiva Welding Works Pvt. Ltd.,KTM-420214,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,3.062,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.745302,85.288608,False,0.0,5909.8
4688b183-1787-42b0-a64d-b8ef47e65386,NEA93955206,L&G E350,Valley Electronics Pvt. Ltd.,KTM-264686,COM,COM_LV_1P,Commercial LV Single Phase,C1,1P,LV,,,230,2.766,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.731773,85.296255,False,0.0,52528.9
e2d973d6-1f4e-48c8-ac64-2ae174a79af3,NEA73070585,Wasion WFET-201,Sita Adhikari,KTM-402099,DOM,DOM_SP_5A,Domestic Single Phase 5A,D1,1P,LV,5,,230,0.637,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.737959,85.294788,False,0.0,66843.2
9a50edb9-c9af-4e0d-a3a6-614bb680adb9,NEA93893865,L&G E350,Swastik Stationery,KTM-335729,COM,COM_LV_3P,Commercial LV Three Phase,C2,3P,LV,,,400,12.531,DCS_BALAJU_01,PSS_BALAJU_01,Balaju Primary Substation,FDR_01,Balaju Industrial Corridor,4.2,DTR_FDR_01_03,LV_SHARED,555fdb07-4e24-423f-8e9b-d37608aecef3,27.743536,85.299478,False,0.0,86317.4
